structure,family,op,level,psnr,ssim,kl,split
mos2-B_Vacancy-Metal.png,mos2,B,4,29.885455228069944,0.8660921274007912,0.008389929130020946,train
mose2-A_Adatom-K.png,mose2,B,4,25.27675435256767,0.8732736052969743,0.015828624251900576,train
mose2-A_Adatom-Li.png,mose2,B,4,29.436601470325602,0.930460964467522,0.004280759382579347,train
mose2-A_Adatom-Na.png,mose2,B,4,35.168987395624136,0.9023540497799518,0.004861161219857262,train
mose2-A_Anti-2M.png,mose2,B,4,26.560272386381413,0.8860407354976527,0.010158081174385554,train
mose2-A_Anti-Anion.png,mose2,B,4,30.68337476850646,0.937377062711131,0.0057981003932329744,train
mose2-A_Anti-Metal.png,mose2,B,4,35.98016958235962,0.9080143179560308,0.002983906870917476,train
mose2-A_Defect-Free.png,mose2,B,4,28.723824612934838,0.9325671098797711,0.005223499370578111,train
mose2-A_Doped-K.png,mose2,B,4,28.190112570474707,0.9034027861915592,0.004186403221363295,train
mose2-A_Doped-Li.png,mose2,B,4,23.698400051409237,0.877498048623313,0.018036580659122985,train
mose2-A_Doped-Na.png,mose2,B,4,35.62952352527511,0.9074050946325853,0.01734199307246839,val
mose2-A_Ti_adatom.png,mose2,B,4,27.736076285185195,0.8847850935510897,0.00797793232615929,train
mose2-A_Ti_doped.png,mose2,B,4,27.696816345965743,0.8881791866118788,0.010123614246295608,train
mose2-A_V_adatom.png,mose2,B,4,33.13456153666571,0.8770260535653273,0.01169229273927786,train
mose2-A_V_doped.png,mose2,B,4,35.04621640853399,0.9033145337868485,0.004508549484399785,train
mose2-A_Vacancy-Anion-03.png,mose2,B,4,27.3968369056946,0.8837657328635707,0.009411495719788082,test
mose2-A_Vacancy-Anion-06A.png,mose2,B,4,25.128797845865968,0.8768589557169685,0.02696294379227745,train
mose2-A_Vacancy-Anion-06B.png,mose2,B,4,34.445170897850936,0.8839828372335967,0.007740522383826487,train
mose2-A_Vacancy-Metal.png,mose2,B,4,28.21236376100025,0.8916917364686574,0.009428006603525076,train
mose2-B_Adatom-K.png,mose2,B,4,32.348142954726555,0.8062861961331552,0.007682219881742418,val
mose2-B_Adatom-Li.png,mose2,B,4,30.900717470876433,0.7906186583424002,0.014281811890371404,train
mose2-B_Adatom-Na.png,mose2,B,4,26.665738836304612,0.799193353715266,0.015027677854195658,train
mose2-B_Anti-2M.png,mose2,B,4,20.572094931148413,0.7505055802566084,0.016912977318559775,train
mose2-B_Anti-Anion.png,mose2,B,4,23.619990029851326,0.7500657714243495,0.015480038702190935,test
mose2-B_Anti-Metal.png,mose2,B,4,25.77344814220779,0.7721455266398968,0.019238598607048595,train
mose2-B_Defect-Free.png,mose2,B,4,25.738840440624568,0.775964919318542,0.017473311272948155,train
mose2-B_Doped-K.png,mose2,B,4,21.14016891906597,0.7475854651083299,0.014804882316977767,train
mose2-B_Doped-Li.png,mose2,B,4,25.561706103345987,0.7794244170596265,0.006944456115067144,train
mose2-B_Doped-Na.png,mose2,B,4,26.528324325818268,0.7998543008035496,0.00556238630330453,val
mose2-B_Ti_adatom.png,mose2,B,4,27.22390496470869,0.8450727042476203,0.011468752385316527,train
mose2-B_Ti_doped.png,mose2,B,4,29.676152412849998,0.8711296240135993,0.0072870315184049295,train
mose2-B_V_adatom.png,mose2,B,4,21.735738007281885,0.7239885625931896,0.6208865567475313,val
mose2-B_V_doped.png,mose2,B,4,28.339422433886266,0.7155160802542402,0.01566139573151946,test
mose2-B_Vacancy-Anion-03.png,mose2,B,4,25.78616591662459,0.8045630660059484,0.0138174637062374,train
mose2-B_Vacancy-Anion-06A.png,mose2,B,4,30.97757718198106,0.8647122450490154,0.0066273476559834165,train
mose2-B_Vacancy-Anion-06B.png,mose2,B,4,27.583088443350015,0.8142224965149742,0.01297899475396273,train
mose2-B_Vacancy-Metal.png,mose2,B,4,28.97187340996242,0.8156645337717761,0.015293463478768969,test
mote2-A_Adatom-K.png,mote2,B,4,29.416784988999858,0.8795478694260154,0.005601087134402711,test
mote2-A_Adatom-Li.png,mote2,B,4,22.76739106952167,0.7875625060737192,0.05990945424571743,train
mote2-A_Adatom-Na.png,mote2,B,4,21.811105717707587,0.7836863972247794,0.3170397727398841,train
mote2-A_Anti-2M.png,mote2,B,4,23.13862446392018,0.81169389535883,0.02010233505047687,val
mote2-A_Anti-Anion.png,mote2,B,4,27.1456513744168,0.8604214384127644,0.006604467386549888,train
mote2-A_Anti-Metal.png,mote2,B,4,28.00212228003388,0.8723414500476955,0.008590414574722503,train
mote2-A_Defect-Free.png,mote2,B,4,28.700153355147403,0.9152665739963609,0.008669588644524433,train
mote2-A_Doped-K.png,mote2,B,4,26.335307257160416,0.8225134628234912,0.006509782774703954,train
mote2-A_Doped-Li.png,mote2,B,4,26.464906246863656,0.8813038397123478,0.013247241603556231,train
mote2-A_Doped-Na.png,mote2,B,4,26.114212927388124,0.8748177884732273,0.008187299745088103,train
mote2-A_Ti_adatom.png,mote2,B,4,27.61240316160388,0.8524961056983225,0.004020057849520438,train
mote2-A_Ti_doped.png,mote2,B,4,29.926133954767636,0.8905344181149327,0.008232725175370624,val
mote2-A_V_adatom.png,mote2,B,4,29.013695045529147,0.893133722383074,0.003713045658940326,train
mote2-A_V_doped.png,mote2,B,4,27.25075994637377,0.8582110607451661,0.011073301979781413,test
mote2-A_Vacancy-Anion-03.png,mote2,B,4,25.991380930386537,0.8192523719434375,0.026903623889196638,train
mote2-A_Vacancy-Anion-06A.png,mote2,B,4,25.94855488082451,0.875817915467945,0.007470745180389311,train
mote2-A_Vacancy-Anion-06B.png,mote2,B,4,37.82883710772221,0.9083415706458425,0.001088532253019499,train
mote2-A_Vacancy-Metal.png,mote2,B,4,32.79183027361921,0.8554096881482149,0.005464900553335986,train
mote2-B_Adatom-K.png,mote2,B,4,29.284989015934933,0.9304573931827701,0.0045244498540421615,test
mote2-B_Adatom-Li.png,mote2,B,4,24.147381814525826,0.8072311072375221,0.8859251822768548,train
mote2-B_Adatom-Na.png,mote2,B,4,38.4842492875314,0.9433618677088217,0.0020733487891483665,train
mote2-B_Anti-2M.png,mote2,B,4,38.853481069470064,0.9482449878222207,0.0014070157976956653,train
mote2-B_Anti-Anion.png,mote2,B,4,27.66356122512231,0.9224467386012304,0.016916366685136536,train
mote2-B_Anti-Metal.png,mote2,B,4,28.887270240831896,0.9271444410441413,0.007360987790363309,train
mote2-B_Defect-Free.png,mote2,B,4,30.321777967018157,0.9344940054787289,0.007700571547626737,train
mote2-B_Doped-K.png,mote2,B,4,38.3435721833199,0.9495727156112587,0.0041845659018723445,train
mote2-B_Doped-Li.png,mote2,B,4,31.14864597079302,0.9453452540005984,0.0027854625996118166,test
mote2-B_Doped-Na.png,mote2,B,4,28.407492363140307,0.9191584416498737,0.01376753269445417,train
mote2-B_Ti_adatom.png,mote2,B,4,25.981333622585886,0.9240382892164909,0.005447196676657737,train
